Tweet,Keyword,tweet_lowercase
"The World Bank on Tuesday slashed its global growth forecast by nearly a third to 2.9 percent for 2022, warning that Russia’s invasion of Ukraine has compounded the damage from the Covid-19 pandemic, and many countries now faced recession. ",COVID-19,"the world bank on tuesday slashed its global growth forecast by nearly a third to 2.9 percent for 2022, warning that russia’s invasion of ukraine has compounded the damage from the covid-19 pandemic, and many countries now faced recession. "
Nepal reports 29 new Covid-19 cases The number of active cases stands at 192. ,COVID-19,nepal reports 29 new covid-19 cases the number of active cases stands at 192. 
"Nepal reports four new Covid-19 cases According to the Health Ministry, 966,857 infected people have recovered from the disease so far and the number of active cases stands at 173. ",COVID-19,"nepal reports four new covid-19 cases according to the health ministry, 966,857 infected people have recovered from the disease so far and the number of active cases stands at 173. "
"Nepal reports 299 new Covid-19 cases Two new deaths were reported in the last 24 hours. Number of active cases stands at 4,625. ",COVID-19,"nepal reports 299 new covid-19 cases two new deaths were reported in the last 24 hours. number of active cases stands at 4,625. "
"Nepal logs 13 new Covid-19 cases According to the Health Ministry, 965,822 infected people have recovered from the disease so far and the number of active cases stands at 765. ",COVID-19,"nepal logs 13 new covid-19 cases according to the health ministry, 965,822 infected people have recovered from the disease so far and the number of active cases stands at 765. "
"President Bidya Devi Bhandari, who has been undergoing treatment at the Tribhuvan University Teaching Hospital, has tested positive for Covid-19. ",COVID-19,"president bidya devi bhandari, who has been undergoing treatment at the tribhuvan university teaching hospital, has tested positive for covid-19. "
"Nepal reports 106 new Covid-19 cases, one death The number of active cases stands at 414, with seven infected with the virus being treated in intensive care units while three others are on ventilator support. ",COVID-19,"nepal reports 106 new covid-19 cases, one death the number of active cases stands at 414, with seven infected with the virus being treated in intensive care units while three others are on ventilator support. "
"Hong Kong drops curbs on incoming travellers, scraps Covid app The news of a further loosening of Covid-19 curbs in the global financial hub, which has trailed most of the world in easing them, is set to boost the resumption of travel and business. ",COVID-19,"hong kong drops curbs on incoming travellers, scraps covid app the news of a further loosening of covid-19 curbs in the global financial hub, which has trailed most of the world in easing them, is set to boost the resumption of travel and business. "
"Nepal reports 934 new Covid-19 cases Number of active cases stands at 5,686. ",COVID-19,"nepal reports 934 new covid-19 cases number of active cases stands at 5,686. "
OPINION: On shifting disease presentation We need to investigate the prevalence of several infectious diseases in the aftermath of the Covid-19 pandemic.  — by Dr Sher Bahadur Pun,COVID-19,opinion: on shifting disease presentation we need to investigate the prevalence of several infectious diseases in the aftermath of the covid-19 pandemic.  — by dr sher bahadur pun
"Nepal reports 45 new Covid-19 cases According to the ministry, 986,617 infected people have recovered from the disease so far. The number of active cases stands at 1,077. ",COVID-19,"nepal reports 45 new covid-19 cases according to the ministry, 986,617 infected people have recovered from the disease so far. the number of active cases stands at 1,077. "
US health agency puts Nepal on its ‘high risk’ list The agency suggests travellers who plan to visit Nepal must be up-to-date with Covid-19 vaccines before travelling.  — by @arjunpoudeltkp,COVID-19,us health agency puts nepal on its ‘high risk’ list the agency suggests travellers who plan to visit nepal must be up-to-date with covid-19 vaccines before travelling.  — by @arjunpoudeltkp
"Nepal logs 22 new Covid-19 cases According to the Health Ministry, 966,074 infected people have recovered from the disease so far and the number of active cases stands at 568. ",COVID-19,"nepal logs 22 new covid-19 cases according to the health ministry, 966,074 infected people have recovered from the disease so far and the number of active cases stands at 568. "
"Nepal logs 33 new Covid-19 cases According to the Health Ministry, 965,714 infected people have recovered from the disease so far and the number of active cases stands at 842. ",COVID-19,"nepal logs 33 new covid-19 cases according to the health ministry, 965,714 infected people have recovered from the disease so far and the number of active cases stands at 842. "
"Nepal logs 45 new Covid-19 cases According to the Health Ministry, 963,111 infected people have recovered from the disease so far and the number of active cases stands at 3,135. ",COVID-19,"nepal logs 45 new covid-19 cases according to the health ministry, 963,111 infected people have recovered from the disease so far and the number of active cases stands at 3,135. "
"Nepal reports 760 new Covid-19 cases One new death was reported in the last 24 hours. Number of active cases stands at 5,602. ",COVID-19,"nepal reports 760 new covid-19 cases one new death was reported in the last 24 hours. number of active cases stands at 5,602. "
Nepal reports 14 new Covid-19 cases The number of active cases stands at 101. ,COVID-19,nepal reports 14 new covid-19 cases the number of active cases stands at 101. 
"Nepal reports 74 new Covid-19 cases According to the ministry, 986,235 infected people have recovered from the disease so far. The number of active cases stands at 1,283. ",COVID-19,"nepal reports 74 new covid-19 cases according to the ministry, 986,235 infected people have recovered from the disease so far. the number of active cases stands at 1,283. "
"Nepal reports 227 new Covid-19 cases According to the ministry, 983,949 infected people have recovered from the disease so far. The number of active cases stands at 2,473. ",COVID-19,"nepal reports 227 new covid-19 cases according to the ministry, 983,949 infected people have recovered from the disease so far. the number of active cases stands at 2,473. "
